#  A   Z  El   half-life  bindingEnergy
#               [s]        [keV]
 159  59  Pr   1.34000e-01          8039
 159  60  Nd   5.00000e-01          8089
 159  61  Pm   1.40000e+00        8126.9
 159  62  Sm   1.13000e+01        8157.5
 159  63  Eu   1.08600e+03        8176.7
 159  64  Gd   6.62400e+04        8187.6
 159  65  Tb           inf        8188.8
 159  66  Dy   1.24762e+07        8181.6
 159  67  Ho   1.98000e+03        8165.1
 159  68  Er   2.16000e+03        8142.8
 159  69  Tm   5.46000e+02        8112.8
 159  70  Yb   9.60000e+01        8078.1
 159  71  Lu   0.00000e+00        8034.6
 159  72  Hf   5.20000e+00        7986.6
 159  73  Ta   1.00000e+00        7928.7
 159  74   W   8.20000e-03          7866
 159  75  Re   4.00000e-05          7795
 160  59  Pr   1.70000e-01          8011
 160  60  Nd   4.39000e-01          8073
 160  61  Pm   7.25000e-01          8104
 160  62  Sm   9.60000e+00        8144.6
 160  63  Eu   4.24000e+01          8160
 160  64  Gd           inf          8183
 160  65  Tb   6.24672e+06        8177.5
 160  66  Dy           inf        8184.1
 160  67  Ho   1.53600e+03        8158.6
 160  68  Er   1.02600e+05        8151.7
 160  69  Tm   5.64000e+02        8110.8
 160  70  Yb   2.88000e+02        8092.6
 160  71  Lu   0.00000e+00        8038.3
 160  72  Hf   1.36000e+01        8006.4
 160  73  Ta   0.00000e+00        7938.3
 160  74   W   9.00000e-02        7892.8
 160  75  Re   6.11000e-04          7809
 161  60  Nd   2.15000e-01          8044
 161  61  Pm   1.00000e+00          8087
 161  62  Sm   4.80000e+00          8122
 161  63  Eu   2.62000e+01          8149
 161  64  Gd   2.16000e+02        8167.2
 161  65  Tb   5.87520e+05        8174.5
 161  66  Dy           inf        8173.3
 161  67  Ho   8.64000e+03        8163.1
 161  68  Er   1.15200e+04        8145.9
 161  69  Tm   1.81200e+03        8120.5
 161  70  Yb   2.52000e+02        8090.4
 161  71  Lu   7.70000e+01        8052.8
 161  72  Hf   1.84000e+01        8009.1
 161  73  Ta   0.00000e+00        7957.5
 161  74   W   4.09000e-01          7902
 161  75  Re   4.40000e-04        7836.3
 161  76  Os   6.40000e-04          7764
 162  60  Nd   3.10000e-01          8026
 162  61  Pm   6.30000e-01          8063
 162  62  Sm   2.70000e+00          8109
 162  63  Eu   0.00000e+00        8129.4
 162  64  Gd   5.04000e+02          8159
 162  65  Tb   4.56000e+02        8162.8
 162  66  Dy           inf        8173.5
 162  67  Ho   9.00000e+02        8155.4
 162  68  Er           inf        8152.4
 162  69  Tm   1.30200e+03        8117.6
 162  70  Yb   1.12800e+03        8102.6
 162  71  Lu   0.00000e+00        8054.6
 162  72  Hf   3.94000e+01        8027.1
 162  73  Ta   3.50000e+00        7964.3
 162  74   W   1.10000e+00        7923.8
 162  75  Re   1.07000e-01          7848
 162  76  Os   2.10000e-03          7793
 163  61  Pm   4.30000e-01          8044
 163  62  Sm   1.30000e+00          8085
 163  63  Eu   7.70000e+00        8115.5
 163  64  Gd   6.80000e+01        8140.3
 163  65  Tb   1.17000e+03        8155.6
 163  66  Dy           inf        8161.8
 163  67  Ho   1.42006e+11          8157
 163  68  Er   4.50000e+03        8144.7
 163  69  Tm   6.48000e+03          8125
 163  70  Yb   6.60000e+02        8099.1
 163  71  Lu   2.34000e+02        8066.7
 163  72  Hf   4.00000e+01          8028
 163  73  Ta   1.06000e+01        7981.9
 163  74   W   2.60000e+00        7930.3
 163  75  Re   3.90000e-01        7870.9
 163  76  Os   5.50000e-03          7806
 164  61  Pm   2.00000e-01          8017
 164  62  Sm   1.40000e+00          8069
 164  63  Eu   4.10000e+00          8096
 164  64  Gd   4.50000e+01          8130
 164  65  Tb   1.80000e+02        8139.8
 164  66  Dy           inf        8158.7
 164  67  Ho   1.74000e+03        8147.9
 164  68  Er           inf          8149
 164  69  Tm   0.00000e+00        8119.6
 164  70  Yb   4.54800e+03        8109.4
 164  71  Lu   1.86000e+02        8065.8
 164  72  Hf   1.11000e+02        8043.8
 164  73  Ta   1.42000e+01          7987
 164  74   W   6.30000e+00        7951.5
 164  75  Re   0.00000e+00        7881.1
 164  76  Os   2.10000e-02        7833.3
 164  77  Ir   1.00000e-03          7749
 165  62  Sm   9.80000e-01          8043
 165  63  Eu   2.50000e+00          8080
 165  64  Gd   1.10000e+01          8110
 165  65  Tb   1.26000e+02          8130
 165  66  Dy   8.28000e+03        8143.9
 165  67  Ho           inf          8147
 165  68  Er   3.70800e+04        8139.9
 165  69  Tm   1.08000e+05        8125.5
 165  70  Yb   5.94000e+02        8104.8
 165  71  Lu   6.42000e+02        8076.7
 165  72  Hf   7.60000e+01        8042.9
 165  73  Ta   3.10000e+01        8003.1
 165  74   W   5.10000e+00          7956
 165  75  Re   0.00000e+00        7901.5
 165  76  Os   7.10000e-02          7843
 165  77  Ir   5.00000e-08          7776
 166  62  Sm   8.00000e-01          8024
 166  63  Eu   1.20000e+00          8059
 166  64  Gd   5.10000e+00          8098
 166  65  Tb   2.71000e+01        8113.7
 166  66  Dy   2.93760e+05        8137.3
 166  67  Ho   9.64800e+04        8135.5
 166  68  Er           inf          8142
 166  69  Tm   2.77200e+04        8118.9
 166  70  Yb   2.04120e+05        8112.5
 166  71  Lu   1.56000e+02        8074.2
 166  72  Hf   4.02000e+02        8056.4
 166  73  Ta   3.44000e+01          8005
 166  74   W   1.92000e+01        7974.9
 166  75  Re   2.20000e+00          7910
 166  76  Os   2.13000e-01        7866.3
 166  77  Ir   1.05000e-02          7789
 166  78  Pt   3.00000e-04          7732
 167  63  Eu   1.30000e+00          8040
 167  64  Gd   4.20000e+00          8076
 167  65  Tb   1.89000e+01          8102
 167  66  Dy   3.72000e+02          8121
 167  67  Ho   1.11600e+04        8130.4
 167  68  Er           inf        8131.7
 167  69  Tm   7.94880e+05        8122.6
 167  70  Yb   1.05000e+03        8106.2
 167  71  Lu   0.00000e+00          8083
 167  72  Hf   1.20000e+02        8054.2
 167  73  Ta   7.80000e+01        8018.9
 167  74   W   1.99000e+01        7976.7
 167  75  Re   0.00000e+00          7929
 167  76  Os   8.39000e-01          7874
 167  77  Ir   2.93000e-02        7812.8
 167  78  Pt   8.00000e-04          7746
 168  63  Eu   2.00000e-01          8014
 168  64  Gd   3.00000e+00          8061
 168  65  Tb   9.40000e+00          8082
 168  66  Dy   5.22000e+02        8112.5
 168  67  Ho   1.74000e+02        8116.8
 168  68  Er           inf        8129.6
 168  69  Tm   8.04384e+06          8115
 168  70  Yb           inf        8111.9
 168  71  Lu   3.30000e+02        8080.4
 168  72  Hf   1.55400e+03        8065.6
 168  73  Ta   1.20000e+02        8019.4
 168  74   W   5.09000e+01        7993.9
 168  75  Re   4.40000e+00        7935.1
 168  76  Os   2.10000e+00        7895.9
 168  77  Ir   2.30000e-01        7823.9
 168  78  Pt   2.00000e-03        7773.6
 169  64  Gd   7.50000e-01          8036
 169  65  Tb   5.10000e+00          8068
 169  66  Dy   3.90000e+01        8094.8
 169  67  Ho   2.82000e+02        8109.1
 169  68  Er   8.03520e+05          8117
 169  69  Tm           inf        8114.5
 169  70  Yb   2.76480e+06        8104.5
 169  71  Lu   1.22400e+05        8086.3
 169  72  Hf   1.92000e+02        8061.8
 169  73  Ta   2.94000e+02          8031
 169  74   W   7.40000e+01        7994.5
 169  75  Re   8.10000e+00        7951.4
 169  76  Os   3.40000e+00        7901.3
 169  77  Ir   3.53000e-01        7845.6
 169  78  Pt   6.90000e-03          7784
 169  79  Au   1.50000e-04          7716
 170  64  Gd   4.20000e-01          8020
 170  65  Tb   9.60000e-01          8047
 170  66  Dy   5.49000e+01          8083
 170  67  Ho   0.00000e+00        8093.8
 170  68  Er           inf          8112
 170  69  Tm   1.11110e+07        8105.5
 170  70  Yb           inf        8106.6
 170  71  Lu   1.72800e+05        8081.7
 170  72  Hf   5.76000e+04        8070.9
 170  73  Ta   4.02000e+02        8030.3
 170  74   W   1.44000e+02        8008.9
 170  75  Re   9.20000e+00        7955.1
 170  76  Os   7.30000e+00        7921.1
 170  77  Ir   9.10000e-01          7854
 170  78  Pt   1.39000e-02        7808.2
 170  79  Au   2.90000e-04          7730
 171  65  Tb   1.20000e+00          8031
 171  66  Dy   4.00000e+00          8063
 171  67  Ho   5.30000e+01        8083.6
 171  68  Er   2.70000e+04        8097.7
 171  69  Tm   5.99582e+07        8101.9
 171  70  Yb           inf        8097.9
 171  71  Lu   7.08480e+05        8084.7
 171  72  Hf   4.35600e+04        8066.1
 171  73  Ta   1.39800e+03        8039.8
 171  74   W   1.38000e+02        8008.1
 171  75  Re   1.52000e+01        7969.4
 171  76  Os   8.30000e+00        7924.2
 171  77  Ir   3.10000e+00        7873.5
 171  78  Pt   4.55000e-02        7816.6
 171  79  Au   2.23000e-05        7754.1
 171  80  Hg   7.00000e-05          7685
 172  65  Tb   7.60000e-01          8007
 172  66  Dy   3.40000e+00          8050
 172  67  Ho   2.50000e+01          8066
 172  68  Er   1.77480e+05        8090.4
 172  69  Tm   2.28960e+05          8091
 172  70  Yb           inf        8097.4
 172  71  Lu   5.78880e+05        8078.2
 172  72  Hf   5.68025e+07        8071.7
 172  73  Ta   2.20800e+03        8037.7
 172  74   W   3.96000e+02        8020.2
 172  75  Re   0.00000e+00        7971.7
 172  76  Os   1.92000e+01        7942.2
 172  77  Ir   4.40000e+00        7880.3
 172  78  Pt   9.76000e-02        7839.2
 172  79  Au   2.80000e-02        7766.2
 172  80  Hg   2.31000e-04        7713.6
 173  66  Dy   1.40000e+00          8027
 173  67  Ho   6.90000e+00          8054
 173  68  Er   8.40000e+01          8074
 173  69  Tm   2.95200e+04        8084.5
 173  70  Yb           inf        8087.4
 173  71  Lu   4.10240e+07          8079
 173  72  Hf   8.49600e+04          8066
 173  73  Ta   1.11600e+04        8044.1
 173  74   W   4.56000e+02        8018.3
 173  75  Re   1.20000e+02        7983.9
 173  76  Os   2.24000e+01          7944
 173  77  Ir   9.00000e+00        7898.1
 173  78  Pt   3.82000e-01        7845.4
 173  79  Au   2.55000e-02        7788.2
 173  80  Hg   8.00000e-04          7725
 174  66  Dy   1.00000e+00          8012
 174  67  Ho   3.20000e+00          8033
 174  68  Er   1.92000e+02          8064
 174  69  Tm   3.24000e+02        8070.6
 174  70  Yb           inf        8083.8
 174  71  Lu   1.04138e+08        8071.5
 174  72  Hf   6.31139e+22        8068.5
 174  73  Ta   3.96000e+03        8040.5
 174  74   W   1.99200e+03        8027.3
 174  75  Re   1.44000e+02        7985.1
 174  76  Os   4.40000e+01        7959.5
 174  77  Ir   7.90000e+00        7902.5
 174  78  Pt   8.89000e-01        7866.1
 174  79  Au   1.39000e-01          7798
 174  80  Hg   2.00000e-03        7749.8
 175  67  Ho   1.80000e+00          8019
 175  68  Er   7.20000e+01          8045
 175  69  Tm   9.12000e+02        8061.8
 175  70  Yb   3.54240e+05        8070.9
 175  71  Lu           inf        8069.1
 175  72  Hf   6.09984e+06        8060.8
 175  73  Ta   3.78000e+04        8044.4
 175  74   W   2.11200e+03        8024.1
 175  75  Re   3.48000e+02        7994.8
 175  76  Os   8.40000e+01        7960.7
 175  77  Ir   9.00000e+00        7917.9
 175  78  Pt   2.40000e+00        7869.5
 175  79  Au   2.02000e-01        7817.6
 175  80  Hg   1.06000e-02        7759.2
 176  67  Ho   2.00000e+00          7997
 176  68  Er   2.00000e+01          8034
 176  69  Tm   1.08000e+02        8045.1
 176  70  Yb           inf        8064.1
 176  71  Lu   1.16129e+18          8059
 176  72  Hf           inf        8061.4
 176  73  Ta   2.88000e+04        8038.7
 176  74   W   9.00000e+03        8030.1
 176  75  Re   3.18000e+02          7994
 176  76  Os   2.16000e+02        7972.7
 176  77  Ir   8.70000e+00        7921.5
 176  78  Pt   6.30000e+00          7889
 176  79  Au   0.00000e+00        7825.4
 176  80  Hg   2.03000e-02        7782.7
 176  81  Tl   6.20000e-03          7708
 177  68  Er   3.00000e+00          8013
 177  69  Tm   9.00000e+01          8035
 177  70  Yb   6.84000e+03          8050
 177  71  Lu   5.70240e+05        8053.4
 177  72  Hf           inf        8051.8
 177  73  Ta   2.03400e+05        8040.8
 177  74   W   7.92000e+03          8025
 177  75  Re   8.40000e+02        8001.2
 177  76  Os   1.80000e+02        7972.4
 177  77  Ir   3.00000e+01        7934.6
 177  78  Pt   1.06000e+01        7892.5
 177  79  Au   1.40000e+00        7843.9
 177  80  Hg   1.27300e-01        7789.9
 177  81  Tl   1.80000e-02        7732.2
 178  68  Er   1.00000e+00          7999
 178  69  Tm   3.00000e+01          8016
 178  70  Yb   4.44000e+03        8042.8
 178  71  Lu   1.70400e+03        8042.1
 178  72  Hf           inf        8049.4
 178  73  Ta   0.00000e+00          8035
 178  74   W   1.86624e+06        8029.3
 178  75  Re   7.92000e+02        7998.2
 178  76  Os   3.00000e+02        7981.9
 178  77  Ir   1.20000e+01        7936.5
 178  78  Pt   2.07000e+01        7908.3
 178  79  Au   2.60000e+00        7849.4
 178  80  Hg   2.66500e-01        7811.4
 178  81  Tl   2.55000e-01          7742
 178  82  Pb   2.30000e-04        7690.8
 179  69  Tm   2.00000e+01          8002
 179  70  Yb   4.80000e+02          8025
 179  71  Lu   1.62000e+04        8035.1
 179  72  Hf           inf        8038.5
 179  73  Ta   5.68025e+07        8033.6
 179  74   W   2.22000e+03        8023.3
 179  75  Re   1.17000e+03        8003.8
 179  76  Os   3.90000e+02        7979.5
 179  77  Ir   7.90000e+01        7947.5
 179  78  Pt   2.12000e+01        7910.7
 179  79  Au   7.10000e+00        7865.6
 179  80  Hg   1.00000e+00        7816.2
 179  81  Tl   2.65000e-01        7763.5
 179  82  Pb   3.90000e-03        7701.5
 180  69  Tm   5.00000e+00          7982
 180  70  Yb   1.44000e+02          8015
 180  71  Lu   3.42000e+02          8022
 180  72  Hf           inf        8034.9
 180  73  Ta   2.91600e+04        8025.9
 180  74   W   5.68025e+25        8025.4
 180  75  Re   1.44000e+02          8000
 180  76  Os   1.29000e+03        7987.4
 180  77  Ir   9.00000e+01        7947.6
 180  78  Pt   5.60000e+01        7923.6
 180  79  Au   8.40000e+00        7870.3
 180  80  Hg   2.50000e+00        7836.1
 180  81  Tl   1.00000e+00        7771.4
 180  82  Pb   4.10000e-03        7725.7
 181  69  Tm   5.00000e+00          7967
 181  70  Yb   6.00000e+01          7996
 181  71  Lu   2.10000e+02        8011.9
 181  72  Hf   3.65472e+06          8022
 181  73  Ta           inf        8023.4
 181  74   W   1.04717e+07        8017.9
 181  75  Re   7.16400e+04        8004.1
 181  76  Os   6.30000e+03        7983.4
 181  77  Ir   2.94000e+02        7956.5
 181  78  Pt   5.20000e+01        7924.1
 181  79  Au   1.37000e+01        7883.8
 181  80  Hg   3.60000e+00        7839.7
 181  81  Tl   3.20000e+00        7791.9
 181  82  Pb   3.90000e-02        7734.1
 182  70  Yb   1.00000e+01          7984
 182  71  Lu   1.20000e+02          7996
 182  72  Hf   2.80857e+14        8014.8
 182  73  Ta   9.91008e+06        8012.6
 182  74   W           inf        8018.3
 182  75  Re   0.00000e+00        7998.6
 182  76  Os   7.84800e+04        7989.7
 182  77  Ir   9.00000e+02        7954.9
 182  78  Pt   1.56000e+02        7934.8
 182  79  Au   1.55000e+01        7887.2
 182  80  Hg   1.08000e+01          7857
 182  81  Tl   0.00000e+00        7796.4
 182  82  Pb   5.50000e-02        7756.3
 183  70  Yb   3.00000e+00          7964
 183  71  Lu   5.80000e+01        7984.8
 183  72  Hf   3.60000e+03          8000
 183  73  Ta   4.40640e+05        8006.7
 183  74   W           inf        8008.3
 183  75  Re   6.04800e+06          8001
 183  76  Os   4.68000e+04          7985
 183  77  Ir   3.48000e+03        7961.8
 183  78  Pt   3.90000e+02        7933.3
 183  79  Au   4.28000e+01        7898.6
 183  80  Hg   9.40000e+00        7859.4
 183  81  Tl   6.90000e+00        7815.7
 183  82  Pb   5.35000e-01        7762.2
 184  70  Yb   1.00000e+00          7951
 184  71  Lu   2.00000e+01          7967
 184  72  Hf   1.47600e+04        7990.7
 184  73  Ta   3.13200e+04        7993.8
 184  74   W           inf        8005.1
 184  75  Re   3.05856e+06        7992.8
 184  76  Os           inf        7988.7
 184  77  Ir   1.08000e+04        7959.2
 184  78  Pt   1.03800e+03        7942.6
 184  79  Au   2.06000e+01        7900.2
 184  80  Hg   3.08000e+01        7874.4
 184  81  Tl   0.00000e+00        7818.7
 184  82  Pb   4.90000e-01        7782.7
 184  83  Bi   0.00000e+00        7712.6
 185  70  Yb   3.00000e-01          7929
 185  71  Lu   6.00000e+00          7954
 185  72  Hf   2.10000e+02          7974
 185  73  Ta   2.96400e+03        7986.4
 185  74   W   6.48864e+06        7992.9
 185  75  Re           inf          7991
 185  76  Os   8.02656e+06        7981.3
 185  77  Ir   5.18400e+04        7963.7
 185  78  Pt   4.25400e+03        7939.8
 185  79  Au   0.00000e+00        7909.4
 185  80  Hg   4.91000e+01        7874.5
 185  81  Tl   1.95000e+01        7835.6
 185  82  Pb   0.00000e+00        7786.9
 185  83  Bi   0.00000e+00          7732
 186  71  Lu   2.00000e+00          7935
 186  72  Hf   1.56000e+02        7964.3
 186  73  Ta   6.30000e+02        7971.8
 186  74   W           inf        7988.6
 186  75  Re   3.19680e+05        7981.3
 186  76  Os   6.31139e+22        7982.8
 186  77  Ir   5.97600e+04          7958
 186  78  Pt   7.20000e+03        7946.8
 186  79  Au   6.42000e+02        7909.5
 186  80  Hg   7.80000e+01        7888.3
 186  81  Tl   0.00000e+00        7837.5
 186  82  Pb   4.80000e+00        7805.3
 186  83  Bi   0.00000e+00        7739.1
 186  84  Po   3.40000e-05          7696
 187  71  Lu   1.00000e+00          7922
 187  72  Hf   3.00000e+01          7946
 187  73  Ta   1.38000e+02        7963.2
 187  74   W   8.64000e+04        7975.1
 187  75  Re   1.36641e+18          7978
 187  76  Os           inf        7973.8
 187  77  Ir   3.78000e+04        7960.7
 187  78  Pt   8.28000e+03        7941.2
 187  79  Au   4.98000e+02        7917.4
 187  80  Hg   1.14000e+02          7887
 187  81  Tl   0.00000e+00        7852.5
 187  82  Pb   0.00000e+00        7808.4
 187  83  Bi   3.70000e-02        7758.2
 187  84  Po   0.00000e+00        7704.8
 188  71  Lu   3.00000e-01          7902
 188  72  Hf   2.00000e+01          7936
 188  73  Ta   1.96000e+01        7946.3
 188  74   W   6.02208e+06        7969.1
 188  75  Re   6.12000e+04        7966.7
 188  76  Os           inf        7973.9
 188  77  Ir   1.49400e+05        7954.9
 188  78  Pt   8.81280e+05        7947.9
 188  79  Au   5.28000e+02        7914.8
 188  80  Hg   1.92000e+02        7899.1
 188  81  Tl   0.00000e+00        7853.1
 188  82  Pb   2.51000e+01        7824.8
 188  83  Bi   0.00000e+00        7764.2
 188  84  Po   2.75000e-04        7724.7
 189  72  Hf   2.00000e+00          7917
 189  73  Ta   3.00000e+00          7938
 189  74   W   6.42000e+02        7953.5
 189  75  Re   8.74800e+04        7961.8
 189  76  Os           inf          7963
 189  77  Ir   1.14048e+06          7956
 189  78  Pt   3.88800e+04        7941.4
 189  79  Au   1.72200e+03          7922
 189  80  Hg   4.56000e+02        7896.9
 189  81  Tl   1.38000e+02        7866.3
 189  82  Pb   0.00000e+00        7826.3
 189  83  Bi   6.58000e-01          7781
 189  84  Po   3.80000e-03        7731.1
 190  72  Hf   2.00000e+00          7907
 190  73  Ta   0.00000e+00          7921
 190  74   W   1.80000e+03        7947.6
 190  75  Re   1.86000e+02        7950.1
 190  76  Os           inf        7962.1
 190  77  Ir   1.01088e+06        7947.7
 190  78  Pt   2.05120e+19        7946.5
 190  79  Au   0.00000e+00        7918.8
 190  80  Hg   1.20000e+03          7907
 190  81  Tl   0.00000e+00        7866.1
 190  82  Pb   7.10000e+01        7841.1
 190  83  Bi   6.30000e+00        7785.3
 190  84  Po   2.40000e-03        7749.5
 191  73  Ta   3.00000e+00          7911
 191  74   W   0.00000e+00        7931.4
 191  75  Re   5.88000e+02          7944
 191  76  Os   1.28736e+06        7950.6
 191  77  Ir           inf        7948.1
 191  78  Pt   2.41920e+05        7938.7
 191  79  Au   1.11600e+04        7924.7
 191  80  Hg   2.94000e+03        7903.8
 191  81  Tl   1.20000e+03        7877.1
 191  82  Pb   0.00000e+00        7841.4
 191  83  Bi   1.17000e+01        7800.7
 191  84  Po   2.20000e-02        7753.8
 191  85  At   2.10000e-03        7702.9
 192  73  Ta   2.20000e+00          7894
 192  74   W   6.00000e+01          7924
 192  75  Re   1.60000e+01        7930.2
 192  76  Os           inf        7948.5
 192  77  Ir   6.37632e+06          7939
 192  78  Pt           inf        7942.5
 192  79  Au   1.76400e+04        7920.1
 192  80  Hg   1.72800e+04        7912.1
 192  81  Tl   5.76000e+02          7876
 192  82  Pb   2.10000e+02        7854.7
 192  83  Bi   3.46000e+01        7803.6
 192  84  Po   3.22000e-02        7771.1
 192  85  At   0.00000e+00        7709.7
 193  73  Ta   5.00000e-01          7884
 193  74   W   3.00000e+00          7908
 193  75  Re   2.00000e+01        7923.9
 193  76  Os   1.07280e+05        7936.3
 193  77  Ir           inf        7938.1
 193  78  Pt   1.57785e+09        7933.8
 193  79  Au   6.33600e+04        7924.2
 193  80  Hg   1.36800e+04          7908
 193  81  Tl   1.29600e+03        7885.3
 193  82  Pb   0.00000e+00        7853.9
 193  83  Bi   6.36000e+01        7817.2
 193  84  Po   3.88000e-01        7773.9
 193  85  At   0.00000e+00        7727.1
 193  86  Rn   1.10000e-03        7675.9
 194  73  Ta   3.00000e-01          7866
 194  74   W   5.00000e+00          7899
 194  75  Re   5.00000e+00          7909
 194  76  Os   1.89342e+08          7932
 194  77  Ir   6.91200e+04        7928.5
 194  78  Pt           inf        7935.9
 194  79  Au   1.36800e+05        7918.8
 194  80  Hg   1.41059e+10        7914.6
 194  81  Tl   1.98000e+03        7883.5
 194  82  Pb   6.42000e+02        7865.4
 194  83  Bi   0.00000e+00        7819.2
 194  84  Po   3.92000e-01        7789.3
 194  85  At   2.86000e-01        7732.2
 194  86  Rn   7.80000e-04          7695
 195  74   W   3.00000e+00          7882
 195  75  Re   6.00000e+00          7902
 195  76  Os   3.90000e+02        7917.7
 195  77  Ir   7.92000e+03        7924.9
 195  78  Pt           inf        7926.6
 195  79  Au   1.60704e+07        7921.4
 195  80  Hg   3.81600e+04        7909.4
 195  81  Tl   3.96000e+03        7890.7
 195  82  Pb   0.00000e+00        7863.9
 195  83  Bi   1.83000e+02        7830.8
 195  84  Po   4.60000e+00          7791
 195  85  At   2.90000e-01        7748.1
 195  86  Rn   0.00000e+00        7700.4
 196  74   W   3.00000e+00          7872
 196  75  Re   2.40000e+00          7887
 196  76  Os   2.09400e+03        7912.2
 196  77  Ir   5.20000e+01        7914.1
 196  78  Pt           inf        7926.5
 196  79  Au   5.27040e+05        7914.9
 196  80  Hg           inf        7914.4
 196  81  Tl   6.48000e+03        7888.3
 196  82  Pb   2.22000e+03        7873.3
 196  83  Bi   3.06000e+02        7831.9
 196  84  Po   5.50000e+00        7804.8
 196  85  At   0.00000e+00          7752
 196  86  Rn   4.70000e-03          7718
 197  74   W   1.00000e+00          7854
 197  75  Re   3.00000e-01          7878
 197  76  Os   1.68000e+02          7898
 197  77  Ir   3.48000e+02          7909
 197  78  Pt   7.12800e+04          7916
 197  79  Au           inf        7915.7
 197  80  Hg   2.33640e+05        7908.6
 197  81  Tl   1.00800e+04        7893.5
 197  82  Pb   4.86000e+02        7871.3
 197  83  Bi   5.58000e+02        7841.6
 197  84  Po   5.36000e+01        7805.5
 197  85  At   0.00000e+00          7766
 197  86  Rn   5.40000e-02        7722.1
 197  87  Fr   2.30000e-03        7673.8
 198  75  Re   3.00000e-01          7862
 198  76  Os   6.00000e+01          7891
 198  77  Ir   8.00000e+00          7897
 198  78  Pt           inf        7914.1
 198  79  Au   2.24640e+05        7908.6
 198  80  Hg           inf        7911.6
 198  81  Tl   1.90800e+04        7890.3
 198  82  Pb   8.64000e+03          7879
 198  83  Bi   6.18000e+02        7841.2
 198  84  Po   1.02000e+02        7817.6
 198  85  At   3.00000e+00        7769.4
 198  86  Rn   6.50000e-02        7737.7
 198  87  Fr   1.50000e-02        7679.2
 199  75  Re   1.00000e-01          7851
 199  76  Os   6.00000e+00          7875
 199  77  Ir   7.00000e+00        7891.2
 199  78  Pt   1.84800e+03        7902.3
 199  79  Au   2.67840e+05        7906.9
 199  80  Hg           inf        7905.3
 199  81  Tl   2.66400e+04        7893.9
 199  82  Pb   5.40000e+03        7875.7
 199  83  Bi   1.62000e+03        7849.5
 199  84  Po   3.24000e+02        7817.5
 199  85  At   7.00000e+00        7781.5
 199  86  Rn   5.90000e-01        7740.8
 199  87  Fr   6.60000e-03        7695.3
 200  76  Os   7.00000e+00          7868
 200  77  Ir   4.30000e+01          7878
 200  78  Pt   4.53600e+04        7899.2
 200  79  Au   2.90400e+03        7898.5
 200  80  Hg           inf        7905.9
 200  81  Tl   9.39600e+04        7889.7
 200  82  Pb   7.74000e+04        7881.8
 200  83  Bi   0.00000e+00        7848.5
 200  84  Po   6.90000e+02        7827.4
 200  85  At   4.32000e+01        7783.8
 200  86  Rn   1.00000e+00        7754.9
 200  87  Fr   0.00000e+00        7700.3
 201  76  Os   1.00000e+00          7851
 201  77  Ir   2.10000e+01          7871
 201  78  Pt   1.50000e+02        7885.8
 201  79  Au   1.56000e+03        7895.2
 201  80  Hg           inf        7897.6
 201  81  Tl   2.59200e+05        7891.3
 201  82  Pb   3.34800e+04        7877.9
 201  83  Bi   6.18000e+03        7854.8
 201  84  Po   9.36000e+02        7826.6
 201  85  At   8.52000e+01        7794.2
 201  86  Rn   7.00000e+00        7756.8
 201  87  Fr   6.28000e-02        7714.8
 201  88  Ra   2.00000e-02        7669.4
 202  76  Os   2.00000e-01          7842
 202  77  Ir   1.10000e+01          7856
 202  78  Pt   1.58400e+05        7881.6
 202  79  Au   2.84000e+01        7885.9
 202  80  Hg           inf        7896.9
 202  81  Tl   1.06272e+06        7886.2
 202  82  Pb   1.65674e+12        7882.1
 202  83  Bi   6.12000e+03        7852.5
 202  84  Po   2.67600e+03        7834.8
 202  85  At   1.84000e+02        7794.5
 202  86  Rn   9.70000e+00        7769.3
 202  87  Fr   3.72000e-01          7719
 202  88  Ra   4.10000e-03        7685.6
 203  76  Os   1.00000e-01          7816
 203  77  Ir   6.00000e+00          7847
 203  78  Pt   2.20000e+01          7867
 203  79  Au   6.00000e+01        7880.9
 203  80  Hg   4.02624e+06        7887.5
 203  81  Tl           inf        7886.1
 203  82  Pb   1.86840e+05        7877.4
 203  83  Bi   4.21200e+04        7857.5
 203  84  Po   2.20200e+03        7832.9
 203  85  At   4.44000e+02        7803.6
 203  86  Rn   4.40000e+01        7770.2
 203  87  Fr   5.50000e-01        7731.7
 203  88  Ra   3.60000e-02        7689.5
 204  77  Ir   1.00000e+00          7824
 204  78  Pt   1.03000e+01          7860
 204  79  Au   3.83000e+01          7870
 204  80  Hg           inf        7885.5
 204  81  Tl   1.16761e+08          7880
 204  82  Pb           inf        7879.9
 204  83  Bi   4.03200e+04        7854.2
 204  84  Po   1.26000e+04        7839.1
 204  85  At   5.46000e+02        7803.6
 204  86  Rn   7.20000e+01        7780.6
 204  87  Fr   1.70000e+00        7734.7
 204  88  Ra   6.00000e-02        7704.1
 205  77  Ir   3.00000e-01          7807
 205  78  Pt   5.00000e+00          7837
 205  79  Au   3.25000e+01          7861
 205  80  Hg   3.06000e+02        7874.7
 205  81  Tl           inf        7878.4
 205  82  Pb   5.45935e+14        7874.3
 205  83  Bi   1.32192e+06        7857.3
 205  84  Po   6.12000e+03        7836.2
 205  85  At   2.02800e+03        7810.2
 205  86  Rn   1.68000e+02        7780.7
 205  87  Fr   3.80000e+00        7745.7
 205  88  Ra   2.20000e-01          7707
 205  89  Ac   8.00000e-02        7662.9
